127.0.0.1 - - [29/Apr/2025:21:50:34 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:34 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:34 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:34 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 716
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:34 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.png HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:34 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:34 +0700] "GET /DoAnWebCinema/images/icon-facebook.png HTTP/1.1" 200 5932
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:34 +0700] "GET /DoAnWebCinema/images/icon-instagram.png HTTP/1.1" 200 9723
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:34 +0700] "GET /DoAnWebCinema/images/icon-tiktok.png HTTP/1.1" 200 6216
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:34 +0700] "GET /DoAnWebCinema/images/icon-youtube.png HTTP/1.1" 200 5590
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:34 +0700] "GET /DoAnWebCinema/images/icon-bocongthuong.png HTTP/1.1" 200 50332
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:34 +0700] "GET /DoAnWebCinema/images/chatboxicon.gif HTTP/1.1" 200 729560
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:34 +0700] "GET /DoAnWebCinema/images/logocinema.png HTTP/1.1" 200 120653
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:34 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 722
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:34 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 705
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:34 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:34 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 704
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:35 +0700] "GET /DoAnWebCinema/login.htm HTTP/1.1" 200 3452
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:35 +0700] "GET /DoAnWebCinema/css/login.css HTTP/1.1" 200 2503
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:37 +0700] "GET /favicon.ico HTTP/1.1" 404 684
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:44 +0700] "POST /DoAnWebCinema/login/login.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:44 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 80137
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:44 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 722
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:44 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 719
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:44 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 716
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:44 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:44 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:44 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.png HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:44 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:44 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 722
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:44 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:48 +0700] "GET /DoAnWebCinema/customer/account.htm HTTP/1.1" 200 32109
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:48 +0700] "GET /DoAnWebCinema/fonts/fontawesome-pro-6.1.1-web/css/all.min.css HTTP/1.1" 200 498165
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:48 +0700] "GET /DoAnWebCinema/css/main.css HTTP/1.1" 200 201690
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:48 +0700] "GET /DoAnWebCinema/uploads/DSC06446.JPG HTTP/1.1" 200 7770925
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:48 +0700] "GET /DoAnWebCinema/css/account.css HTTP/1.1" 200 33
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:48 +0700] "GET /DoAnWebCinema/css/vendors/bootstrap.min.css HTTP/1.1" 404 806
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:48 +0700] "GET /DoAnWebCinema/css/vendors/evara-font.css HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:48 +0700] "GET /DoAnWebCinema/css/vendors/normalize.css HTTP/1.1" 404 802
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:48 +0700] "GET /DoAnWebCinema/css/vendors/uicons-regular-straight.css HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:48 +0700] "GET /DoAnWebCinema/css/plugins/jquery-ui.css HTTP/1.1" 404 802
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:48 +0700] "GET /DoAnWebCinema/css/plugins/slick.css HTTP/1.1" 404 798
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:48 +0700] "GET /DoAnWebCinema/css/plugins/magnific-popup.css HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:48 +0700] "GET /DoAnWebCinema/css/plugins/select2.min.css HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:48 +0700] "GET /DoAnWebCinema/js/vendor/modernizr-3.6.0.min.js HTTP/1.1" 200 11843
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:48 +0700] "GET /DoAnWebCinema/css/plugins/perfect-scrollbar.css HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:48 +0700] "GET /DoAnWebCinema/css/normalize.css HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:48 +0700] "GET /DoAnWebCinema/css/evara-font.css HTTP/1.1" 404 791
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:48 +0700] "GET /DoAnWebCinema/css/uicons-regular-straight.css HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:48 +0700] "GET /DoAnWebCinema/js/vendor/jquery-3.6.0.min.js HTTP/1.1" 200 89503
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:48 +0700] "GET /DoAnWebCinema/js/vendor/jquery-migrate-3.3.0.min.js HTTP/1.1" 200 11018
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:48 +0700] "GET /DoAnWebCinema/js/vendor/bootstrap.bundle.min.js HTTP/1.1" 200 146120
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:48 +0700] "GET /DoAnWebCinema/js/plugins/slick.js HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:48 +0700] "GET /DoAnWebCinema/js/plugins/jquery-ui.js HTTP/1.1" 200 253687
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:48 +0700] "GET /DoAnWebCinema/js/plugins/jquery.syotimer.min.js HTTP/1.1" 200 5753
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:48 +0700] "GET /DoAnWebCinema/js/plugins/select2.min.js HTTP/1.1" 200 68060
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:48 +0700] "GET /DoAnWebCinema/js/plugins/wow.js HTTP/1.1" 200 8456
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:48 +0700] "GET /DoAnWebCinema/fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1" 200 71896
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:49 +0700] "GET /DoAnWebCinema/fonts/fontawesome-pro-6.1.1-web/webfonts/fa-regular-400.woff2 HTTP/1.1" 200 388900
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:49 +0700] "GET /DoAnWebCinema/js/plugins/magnific-popup.js HTTP/1.1" 200 20228
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:49 +0700] "GET /DoAnWebCinema/js/plugins/perfect-scrollbar.js HTTP/1.1" 200 39764
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:49 +0700] "GET /DoAnWebCinema/fonts/fontawesome-pro-6.1.1-web/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 329204
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:49 +0700] "GET /DoAnWebCinema/fonts/fontawesome-pro-6.1.1-web/webfonts/fa-light-300.woff2 HTTP/1.1" 200 424536
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:49 +0700] "GET /DoAnWebCinema/js/plugins/counterup.js HTTP/1.1" 200 1084
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:49 +0700] "GET /DoAnWebCinema/js/plugins/scrollup.js HTTP/1.1" 200 1972
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:49 +0700] "GET /DoAnWebCinema/js/plugins/jquery.vticker-min.js HTTP/1.1" 200 3904
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:49 +0700] "GET /DoAnWebCinema/js/plugins/jquery.elevatezoom.js HTTP/1.1" 200 60659
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:49 +0700] "GET /DoAnWebCinema/js/plugins/waypoints.js HTTP/1.1" 200 9040
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:49 +0700] "GET /DoAnWebCinema/js/plugins/jquery.countdown.min.js HTTP/1.1" 200 5360
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:49 +0700] "GET /DoAnWebCinema/js/account.js HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:49 +0700] "GET /DoAnWebCinema/js/shop.js HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:49 +0700] "GET /DoAnWebCinema/js/inputNumber.js HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:49 +0700] "GET /DoAnWebCinema/js/showMessage.js HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:49 +0700] "GET /DoAnWebCinema/js/quickView.js HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:49 +0700] "GET /DoAnWebCinema/js/plugins/images-loaded.js HTTP/1.1" 200 5453
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:49 +0700] "GET /DoAnWebCinema/js/plugins/jquery.theia.sticky.js HTTP/1.1" 200 16695
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:49 +0700] "GET /DoAnWebCinema/js/plugins/isotope.js HTTP/1.1" 200 34874
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:50 +0700] "GET /DoAnWebCinema/login/logout.htm HTTP/1.1" 200 3452
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:54 +0700] "POST /DoAnWebCinema/login/login.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:54 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 80131
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:54 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:54 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 797
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:54 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:54 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:54 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 794
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:54 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:54 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.png HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:54 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:54 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:58 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 80137
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:58 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 719
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:58 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 722
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:58 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:58 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 716
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:58 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:58 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.png HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:58 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:58 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 722
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:58 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:54:41 +0700] "GET /DoAnWebCinema/customer/account.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:54:41 +0700] "GET /DoAnWebCinema/login.htm HTTP/1.1" 200 3452
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:54:46 +0700] "POST /DoAnWebCinema/login/login.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:54:46 +0700] "GET /DoAnWebCinema/admin/profile.htm HTTP/1.1" 200 25008
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:54:46 +0700] "GET /DoAnWebCinema/css/detail-test.css HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:54:50 +0700] "GET /DoAnWebCinema/images/default-movie.jpg HTTP/1.1" 200 244953
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:54:50 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:54:50 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:54:50 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 797
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:54:50 +0700] "GET /DoAnWebCinema/uploads/posterquatmotrungma.jpg HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:54:50 +0700] "GET /DoAnWebCinema/uploads/posterdoraemon.jpg HTTP/1.1" 200 107861
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:54:50 +0700] "GET /DoAnWebCinema/uploads/posterphimMai.jpg HTTP/1.1" 404 798
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:54:50 +0700] "GET /DoAnWebCinema/uploads/posterdemtoirucro.png HTTP/1.1" 200 101979
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:54:50 +0700] "GET /DoAnWebCinema/admin/movie.htm HTTP/1.1" 200 765757
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:54:50 +0700] "GET /DoAnWebCinema/jschartist-plugin-tooltip.min.js HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:54:50 +0700] "GET /DoAnWebCinema/uploads/postercuoi.jpg HTTP/1.1" 200 1047395
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:54:50 +0700] "GET /DoAnWebCinema/uploads/postermatbiec.jpg HTTP/1.1" 200 42314
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:54:50 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:54:50 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:54:50 +0700] "GET /DoAnWebCinema/uploads/posterquatmotrungma.jpg HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:54:50 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 797
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:54:50 +0700] "GET /DoAnWebCinema/uploads/posterphimMai.jpg HTTP/1.1" 404 798
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:55:12 +0700] "GET /DoAnWebCinma HTTP/1.1" 404 685
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:55:23 +0700] "GET /DoAnWebCinema HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:55:23 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 80234
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:55:23 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 719
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:55:23 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 722
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:55:23 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 716
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:55:23 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:55:23 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:55:23 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.png HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:55:23 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:55:23 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 722
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:55:23 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:55:23 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 705
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:55:23 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 704
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:02:48 +0700] "GET /DoAnWebCinema/datve/2025-04-29.htm?chinhanh=1 HTTP/1.1" 200 22130
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:02:48 +0700] "GET /DoAnWebCinema/images/instagram.png HTTP/1.1" 200 9723
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:02:48 +0700] "GET /DoAnWebCinema/images/facebook.png HTTP/1.1" 200 5932
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:02:48 +0700] "GET /DoAnWebCinema/images/tiktok.png HTTP/1.1" 200 6216
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:02:48 +0700] "GET /DoAnWebCinema/images/youtube.png HTTP/1.1" 200 5590
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:02:48 +0700] "GET /DoAnWebCinema/images/bocongthuong.png HTTP/1.1" 200 50332
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:02:48 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 704
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:02:48 +0700] "GET /DoAnWebCinema/fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1" 200 71896
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:02:51 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 80234
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:02:51 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 719
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:02:51 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 722
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:02:51 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:02:51 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:02:51 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 716
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:02:51 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.png HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:02:51 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:02:51 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 722
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:02:51 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:02:51 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 705
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:43 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 80234
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:43 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 719
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:43 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 722
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:43 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 716
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:43 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:43 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:43 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.png HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:43 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:43 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 722
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:43 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 80234
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/css/bootstrap.min.css HTTP/1.1" 200 203218
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/css/font-awesome.min.css HTTP/1.1" 200 36899
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/css/index.css HTTP/1.1" 200 4690
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/css/all.css HTTP/1.1" 200 1800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/css/global.css HTTP/1.1" 200 10757
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/css/chatbot.css HTTP/1.1" 200 7352
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/js/bootstrap.bundle.min.js HTTP/1.1" 200 78135
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/uploads/posterquyantang.jpg HTTP/1.1" 200 100665
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/uploads/postertitanic.jfif HTTP/1.1" 200 21402
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/uploads/posterdanchoikhongsoconroi.jpg HTTP/1.1" 200 398614
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/uploads/posterditruyen.jpg HTTP/1.1" 200 120803
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/uploads/postergahedienloan.jpg HTTP/1.1" 200 157742
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/uploads/posterjoker.jfif HTTP/1.1" 200 1365712
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 722
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 719
