127.0.0.1 - - [29/Apr/2025:21:50:34 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:55:53 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:55:53 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:55:53 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.png HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:55:53 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 794
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:55:53 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:55:53 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:55:53 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:57:20 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 80775
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:57:20 +0700] "GET /DoAnWebCinema/css/add_home.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:57:20 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:57:20 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 797
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:57:20 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:57:20 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.png HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:57:20 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:57:20 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 794
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:57:20 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:57:20 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:57:20 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:18 +0700] "GET /DoAnWebCinema/film/detail/2.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:18 +0700] "GET /DoAnWebCinema/login.htm HTTP/1.1" 200 3452
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:18 +0700] "GET /DoAnWebCinema/css/login.css HTTP/1.1" 200 2503
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:22 +0700] "POST /DoAnWebCinema/login/login.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:23 +0700] "GET /DoAnWebCinema/film/detail/2.htm HTTP/1.1" 200 16859
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:23 +0700] "GET /DoAnWebCinema/fonts/fontawesome-free-6.4.2-web/css/all.min.css HTTP/1.1" 200 102225
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:23 +0700] "GET /QuanLyRapChieuPhim/resources/js/script.js HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:23 +0700] "GET /DoAnWebCinema/css/search.css HTTP/1.1" 200 4430
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:23 +0700] "GET /DoAnWebCinema/fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1" 200 71896
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:25 +0700] "GET /DoAnWebCinema/images/logo.svg HTTP/1.1" 200 15353
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:31 +0700] "POST /DoAnWebCinema/saveRating.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:31 +0700] "GET /DoAnWebCinema/film/detail/ma=2.htm HTTP/1.1" 200 16857
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:34 +0700] "GET /DoAnWebCinema/film/detail/2.htm HTTP/1.1" 200 16859
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:34 +0700] "GET /QuanLyRapChieuPhim/resources/js/script.js HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:38 +0700] "POST /DoAnWebCinema/saveRating.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:38 +0700] "GET /DoAnWebCinema/film/detail/ma=2.htm HTTP/1.1" 200 16857
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:41 +0700] "GET /DoAnWebCinema/film/detail/2.htm HTTP/1.1" 200 16859
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:41 +0700] "GET /QuanLyRapChieuPhim/resources/js/script.js HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:45 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 80678
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:45 +0700] "GET /DoAnWebCinema/css/add_home.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:45 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:45 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 797
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:45 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:45 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:45 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.png HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:45 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 794
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:45 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:45 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:45 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:52 +0700] "GET /DoAnWebCinema/datve/2025-04-29.htm?chinhanh=1 HTTP/1.1" 200 22035
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:52 +0700] "GET /DoAnWebCinema/images/facebook.png HTTP/1.1" 200 5932
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:52 +0700] "GET /DoAnWebCinema/images/instagram.png HTTP/1.1" 200 9723
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:52 +0700] "GET /DoAnWebCinema/images/youtube.png HTTP/1.1" 200 5590
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:52 +0700] "GET /DoAnWebCinema/images/tiktok.png HTTP/1.1" 200 6216
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:52 +0700] "GET /DoAnWebCinema/images/bocongthuong.png HTTP/1.1" 200 50332
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:55 +0700] "GET /DoAnWebCinema/phimsapchieu.htm?tab=home HTTP/1.1" 200 41651
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:55 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:55 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:55 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 797
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:55 +0700] "GET /DoAnWebCinema/uploads/posterquatmotrungma.jpg HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:58:55 +0700] "GET /DoAnWebCinema/uploads/posterphimMai.jpg HTTP/1.1" 404 798
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:01:43 +0700] "GET /DoAnWebCinema/phimsapchieu.htm?tab=home HTTP/1.1" 200 17731
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:01:43 +0700] "GET /DoAnWebCinema/css/add_home.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:01:43 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:01:43 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:01:56 +0700] "GET /DoAnWebCinema/datve/2025-04-29.htm?chinhanh=1 HTTP/1.1" 200 22035
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:01:58 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 80678
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:01:58 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:01:58 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 797
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:01:58 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:01:58 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:01:58 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 794
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:01:58 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.png HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:01:58 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:01:58 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:01:58 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:02:07 +0700] "GET /DoAnWebCinema/datve/2025-04-29.htm?chinhanh=1 HTTP/1.1" 200 22035
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:02:12 +0700] "GET /DoAnWebCinema/phimsapchieu.htm?tab=home HTTP/1.1" 200 17731
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:02:12 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:02:12 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:02:17 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:02:24 +0700] "GET /DoAnWebCinema/gioithieu.htm HTTP/1.1" 200 15869
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:02:24 +0700] "GET /DoAnWebCinema/css/about.css HTTP/1.1" 200 1713
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:02:24 +0700] "GET /DoAnWebCinema/images/dong.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:02:24 +0700] "GET /DoAnWebCinema/images/tuanNew.jpg HTTP/1.1" 404 791
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:02:24 +0700] "GET /DoAnWebCinema/images/hai.jpg HTTP/1.1" 200 191273
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:02:24 +0700] "GET /DoAnWebCinema/images/khoa.jpg HTTP/1.1" 200 816708
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:02:24 +0700] "GET /DoAnWebCinema/images/tuanNew.jpg HTTP/1.1" 404 791
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:02:24 +0700] "GET /DoAnWebCinema/img/2.jpg HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:09:36 +0700] "GET /DoAnWebCinema/gioithieu.htm HTTP/1.1" 200 15869
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:09:36 +0700] "GET /DoAnWebCinema/images/dong.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:09:36 +0700] "GET /DoAnWebCinema/images/tuanNew.jpg HTTP/1.1" 404 791
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:09:36 +0700] "GET /DoAnWebCinema/images/tuanNew.jpg HTTP/1.1" 404 791
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:09:36 +0700] "GET /DoAnWebCinema/img/2.jpg HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:09:36 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:09:38 +0700] "GET /DoAnWebCinema/lienhe.htm HTTP/1.1" 200 12841
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:09:39 +0700] "GET /DoAnWebCinema/gioithieu.htm HTTP/1.1" 200 15869
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:09:39 +0700] "GET /DoAnWebCinema/images/tuanNew.jpg HTTP/1.1" 404 791
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:09:39 +0700] "GET /DoAnWebCinema/images/dong.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:09:40 +0700] "GET /DoAnWebCinema/lienhe.htm HTTP/1.1" 200 12841
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:10:30 +0700] "GET /DoAnWebCinema/lienhe.htm HTTP/1.1" 200 12841
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:10:31 +0700] "GET /DoAnWebCinema/gioithieu.htm HTTP/1.1" 200 21807
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:10:31 +0700] "GET /DoAnWebCinema/css/add_about.css HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:10:31 +0700] "GET /DoAnWebCinema/images/cinema-about.jpg HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:10:31 +0700] "GET /DoAnWebCinema/images/tuanNew.jpg HTTP/1.1" 404 791
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:10:32 +0700] "GET /DoAnWebCinema/images/dong.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:10:32 +0700] "GET /DoAnWebCinema/images/tuanNew.jpg HTTP/1.1" 404 791
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:10:32 +0700] "GET /DoAnWebCinema/images/dong.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:12:07 +0700] "GET /DoAnWebCinema/gioithieu.htm HTTP/1.1" 200 18488
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:12:07 +0700] "GET /DoAnWebCinema/css/add_about.css HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:12:07 +0700] "GET /DoAnWebCinema/images/cinema-about.jpg HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:12:07 +0700] "GET /DoAnWebCinema/images/tuanNew.jpg HTTP/1.1" 404 791
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:12:07 +0700] "GET /DoAnWebCinema/images/dong.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:12:07 +0700] "GET /DoAnWebCinema/images/tuanNew.jpg HTTP/1.1" 404 791
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:13:03 +0700] "GET /DoAnWebCinema/gioithieu.htm HTTP/1.1" 200 18486
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:13:03 +0700] "GET /DoAnWebCinema/css/add_about.css HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:13:03 +0700] "GET /DoAnWebCinema/images/tuanNew.jpg HTTP/1.1" 404 791
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:13:03 +0700] "GET /DoAnWebCinema/images/dong.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:13:03 +0700] "GET /DoAnWebCinema/images/tuanNew.jpg HTTP/1.1" 404 791
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:13:48 +0700] "GET /DoAnWebCinema/gioithieu.htm HTTP/1.1" 200 18498
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:13:48 +0700] "GET /DoAnWebCinema/css/add_about.css HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:13:48 +0700] "GET /DoAnWebCinema/images/tuanNew.jpg HTTP/1.1" 404 791
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:13:48 +0700] "GET /DoAnWebCinema/images/dong.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:13:48 +0700] "GET /DoAnWebCinema/images/tuanNew.jpg HTTP/1.1" 404 791
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:13:58 +0700] "GET /DoAnWebCinema/lienhe.htm HTTP/1.1" 200 12841
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:00 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 80678
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:00 +0700] "GET /DoAnWebCinema/css/add_home.css HTTP/1.1" 200 5493
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:00 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:00 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 797
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:00 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:00 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:00 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 794
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:00 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.png HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:00 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:00 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:00 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:00 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:01 +0700] "GET /DoAnWebCinema/gioithieu.htm HTTP/1.1" 200 18498
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:01 +0700] "GET /DoAnWebCinema/css/add_about.css HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:01 +0700] "GET /DoAnWebCinema/images/tuanNew.jpg HTTP/1.1" 404 791
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:01 +0700] "GET /DoAnWebCinema/images/dong.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:06 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 80678
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:06 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:06 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:06 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 797
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:06 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:06 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 794
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:06 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.png HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:06 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:06 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:06 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:07 +0700] "GET /DoAnWebCinema/gioithieu.htm HTTP/1.1" 200 18498
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:07 +0700] "GET /DoAnWebCinema/css/add_about.css HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:07 +0700] "GET /DoAnWebCinema/images/tuanNew.jpg HTTP/1.1" 404 791
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:07 +0700] "GET /DoAnWebCinema/images/dong.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:12 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 80678
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:13 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:13 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:13 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 797
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:13 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 794
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:13 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.png HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:13 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:13 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:13 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:13 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:41 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 80678
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:41 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:41 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:41 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 797
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:41 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 794
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:41 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.png HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:41 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:41 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:41 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:41 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:42 +0700] "GET /DoAnWebCinema/gioithieu.htm HTTP/1.1" 200 18333
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:42 +0700] "GET /DoAnWebCinema/css/add_about.css HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:42 +0700] "GET /DoAnWebCinema/images/tuanNew.jpg HTTP/1.1" 404 791
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:42 +0700] "GET /DoAnWebCinema/images/dong.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:45 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 80678
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:45 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:45 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:45 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [29/Apr/2025:23:14:45 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 794
